#-------------------------------------------------------------------
# A2744 Spectroscopic Redshift Compilation.
# Benotto P. - Last compiled 2026-05-26
# Please always refer to the latest version of this catalogue: 
# https://pietrobenotto.github.io/research/A2744_redshift_compilation.txt
#
# This catalog compiles spectroscopic redshifts for the A2744 field.
# Redshifts within a 20' radius centered on the cluster are kept.
# The redshifts come from the following surveys:
#
#   - ASTRODEEP-JWST          (Merlin et al. 2024)
#   - UNCOVER                 (Prince et al. 2024)
#   - All the Little Things   (ALT, Naidu et al. 2024)
#   - NIRISS                  (Watson et al. 2025)
#   - DJA redshift compilation (Brammer & Valentino 2025,
#                               https://zenodo.org/records/15472354)
#                               v4.4, grade == 3 only
#   - MUSE surveys compilation:
#       Owers et al. 2011, Braglia et al. 2009, GLASS,
#       Richard et al. 2021, Bergamini et al. 2022,
#       Caminha MUSE DDT 2022, MUSE 2025 (PI: Matthee)
#-------------------------------------------------------------------
# ( 1)  RA           [Right Ascension J2000 (deg)]
#                       Right ascension from the same catalogue as the redshift.
# ( 2)  DEC          [Declination J2000 (deg)]
#                       Declination from the same catalogue as the redshift.
# ( 3)  ID           [Source identifier]
#                       Source identifier. A plain number is the ASTRODEEP ID of the
#                       nearest match within 1 arcsec. If no match exists, the original
#                       catalogue number is kept with a 3-letter prefix indicating its
#                       source. If multiple objects with different redshifts map to the
#                       same ID, a letter suffix is appended (_a, _b, ...).
# ( 4)  zspec        [Spectroscopic redshift]
#                       Spectroscopic redshift. If multiple sources lie within 1 arcsec
#                       and agree within 5% in redshift, only one entry is retained.
# ( 5)  source       [Origin of the redshift value]
# ( 6)  F090W_mag    [JWST/NIRCam F090W (AB magnitude)]
#                       ASTRODEEP KRON flux. -99 if no photometry available.
# ( 7)  F200W_mag    [JWST/NIRCam F200W (AB magnitude)]
#                       ASTRODEEP KRON flux. -99 if no photometry available.
# ( 8)  F444W_mag    [JWST/NIRCam F444W (AB magnitude)]
#                       ASTRODEEP KRON flux. -99 if no photometry available.
#-------------------------------------------------------------------
        RA          DEC            ID    zspec                               source  F090W_mag  F200W_mag  F444W_mag 
 3.5521850  -30.3576260         25580   1.8620                            ASTRODEEP    -99.000     26.974     27.074 
 3.5842047  -30.3577642         25663   6.9075                                  ALT    -99.000     29.561     29.458 
 3.6066030  -30.3573430         25665   2.3980                            ASTRODEEP    -99.000     26.791     26.546 
 3.5114679  -30.3553803         25682   2.6633                                  DJA     29.050     24.784     22.838 
 3.5553290  -30.3576430         25683   4.7110                            ASTRODEEP    -99.000     28.011     28.397 
 3.5425665  -30.3576448         25690   6.6804                                  ALT    -99.000     29.681     29.182 
 3.6101350  -30.3576050         25695   6.5550                            ASTRODEEP    -99.000     28.671     28.000 
 3.5343980  -30.3543340         25738   0.4520                            ASTRODEEP     20.238     19.106     19.744 
 3.5130055  -30.3572868         25760   3.3548                                  DJA     28.372     27.440     28.435 
 3.5329690  -30.3562820         25767   0.7780                            ASTRODEEP     24.507     24.394     24.873 
 3.5616843  -30.3572417         25772   0.7773                                  ALT    -99.000     26.549     27.133 
 3.5472360  -30.3564090         25781   2.1860                            ASTRODEEP    -99.000     23.866     23.565 
 3.5443480  -30.3558630         25784   2.1860                            ASTRODEEP    -99.000     23.663     22.549 
 3.4909937  -30.3564069         25794   3.9807                                  DJA     26.122     25.612     25.483 
 3.5207744  -30.3572260         25795   4.2416                                  ALT     27.184     27.229     27.628 
 3.5440420  -30.3573150         25797   6.1370                            ASTRODEEP    -99.000     28.746     28.370 
 3.5413840  -30.3574360         25803   6.2320                            ASTRODEEP    -99.000     30.091     29.409 
 3.5318335  -30.3560653         25804   2.4330                                  ALT     24.815     24.185     23.944 
 3.5975780  -30.3539890         25827   0.3070                            ASTRODEEP    -99.000     18.857     19.817 
 3.5516310  -30.3535170         25878   0.2950                            ASTRODEEP    -99.000     19.036     19.955 
 3.6053210  -30.3569750         25892   2.3540                            ASTRODEEP    -99.000     27.324     27.545 
 3.5924112  -30.3564445         25928   2.9967                                  ALT    -99.000     24.698     24.561 
 3.5135660  -30.3568000         25929  12.3930                            ASTRODEEP    -99.000     28.456     28.572 
 3.6056229  -30.3568213         25930   2.3841                                  ALT    -99.000     26.139     26.624 
 3.5698009  -30.3564249         25947   3.8987                                  ALT    -99.000     26.433     26.702 
 3.5980600  -30.3569880         25954   5.2070                            ASTRODEEP    -99.000     28.284     28.047 
 3.4875457  -30.3553685         25967   0.3043                                  DJA     23.397     22.838     23.775 
 3.5266289  -30.3560007         25984   4.2463                                  ALT     25.538     25.153     26.154 
 3.5490949  -30.3546910         26015   1.6466                                  ALT    -99.000     22.313     21.667 
 3.5474535  -30.3560202         26033   2.1870                                  ALT    -99.000     23.661     23.676 
 3.4892466  -30.3550055         26040   0.2834                                  DJA     22.715     21.912     22.934 
 3.5214817  -30.3510930         26060   0.2877        Owers_2011,Braglia_2009_VIMOS     20.181     19.503     20.422 
 3.4965634  -30.3563414         26061   6.4158                                  DJA     28.204     27.565     27.553 
 3.5286108  -30.3564488         26064   6.2041                                  ALT     27.481     27.646     27.721 
 3.5625570  -30.3552619         26104   0.8568                                  ALT    -99.000     24.117     24.370 
 3.5687231  -30.3561986         26150   3.8967                                  ALT    -99.000     27.844     28.221 
 3.4938347  -30.3537926         26168   0.6070                                  DJA     22.320     21.595     22.166 
 3.5715160  -30.3561010         26173   2.4360                            ASTRODEEP    -99.000     27.309     27.287 
 3.5441408  -30.3562382         26176   4.4707                                  ALT    -99.000     29.074     28.768 
 3.5306100  -30.3561980         26186   3.3740                            ASTRODEEP     28.657     27.594     28.420 
 3.5748600  -30.3560650         26190   2.3120                            ASTRODEEP    -99.000     25.399     25.346 
 3.5552090  -30.3557655         26196   3.9624                                  ALT    -99.000     25.543     25.861 
 3.5583965  -30.3559397         26214   4.2966                                  ALT    -99.000     27.301     27.227 
 3.6017980  -30.3558711         26224   2.3848                                  ALT    -99.000     25.862     26.115 
 3.5980002  -30.3561363         26256   4.3375                                  ALT    -99.000     29.145     30.306 
 3.5308254  -30.3559264         26292   4.8703                                  ALT     28.509     28.568     29.082 
 3.5534948  -30.3555813         26330   4.3648                                  ALT    -99.000     26.326     26.935 
 3.5387080  -30.3557120         26366   2.3200                            ASTRODEEP    -99.000     27.475     27.902 
 3.6094110  -30.3531800         26371   0.6230                            ASTRODEEP    -99.000     20.394     20.963 
 3.5332277  -30.3554467         26376   6.6813                                  ALT     28.268     27.994     28.443 
 3.5893754  -30.3554033         26385   2.6902                              UNCOVER    -99.000     27.911     27.966 
 3.4703833  -30.3435851         26390   0.4965                                  DJA     22.133     20.089     19.917 
 3.5229696  -30.3551862         26394   4.0366                                  ALT     27.308     26.721     26.924 
 3.5699325  -30.3539521         26421   0.4136                                  ALT    -99.000     22.774     23.205 
 3.5541484  -30.3518654       26436_a   0.3081                                  ALT    -99.000     20.003     20.661 
 3.5543307  -30.3515787       26436_b   4.2314                                  ALT    -99.000     20.003     20.661 
 3.5290295  -30.3478369         26439   0.9392                                  ALT    -99.000    -99.000    -99.000 
 3.5546982  -30.3554526         26446   3.9620                                  ALT    -99.000     27.976     28.369 
 3.6069651  -30.3553380         26470   3.9524                                  ALT    -99.000     27.141     27.504 
 3.5986078  -30.3547774         26474   2.3237                                  ALT    -99.000     24.091     24.558 
 3.5897583  -30.3553010         26479   3.9627                                  ALT    -99.000     27.026     27.349 
 3.5631461  -30.3546765         26531   3.9643                                  ALT    -99.000     26.220     26.282 
 3.5974154  -30.3550234         26573   6.2484                                  ALT    -99.000     27.799     27.586 
 3.5962495  -30.3550266         26594   4.7846                                  ALT    -99.000     27.763     28.065 
 3.5426551  -30.3546302         26653   4.4778                                  ALT    -99.000     26.293     26.872 
 3.5938514  -30.3548329         26662   4.3401                                  ALT    -99.000     28.001     28.351 
 3.5464090  -30.3534597         26669   2.4974                                  ALT    -99.000     24.721     22.290 
 3.5709943  -30.3545849         26691   1.8364                                  DJA    -99.000     26.682     26.919 
 3.5682707  -30.3529725         26698   0.4627                                  ALT    -99.000     21.121     21.659 
 3.5141208  -30.3536789         26702   2.7973                                  DJA     25.690     24.794     24.858 
 3.5574383  -30.3546344         26703   3.7762                                  ALT    -99.000     27.532     27.699 
 3.5592280  -30.3491880         26708   0.3040                            ASTRODEEP    -99.000     18.602     19.510 
 3.5896412  -30.3546430         26712   5.7111                                  ALT    -99.000     28.542     28.056 
 3.5370681  -30.3517827         26714   0.3035                                  ALT    -99.000     19.956     20.346 
 3.5594798  -30.3536678         26716   5.6214                                  ALT    -99.000     23.515     23.362 
 3.5708820  -30.3543710         26743   3.8970                            ASTRODEEP    -99.000     26.841     26.673 
 3.5318999  -30.3524656         26765   4.3942                                  ALT     22.152     21.180     22.107 
 3.4720048  -30.3503061         26768   0.3025                                  DJA     20.422     19.001     19.544 
 3.5627414  -30.3541144         26773   4.0191                                  ALT    -99.000     26.543     26.694 
 3.5294091  -30.3544856         26789   6.0218                                  ALT     28.586     28.682     28.465 
 3.5193713  -30.3544757         26793   5.5229                                  DJA     28.112     28.305     28.311 
 3.5413170  -30.3545460         26796   5.0210                            ASTRODEEP    -99.000     28.173     28.041 
 3.5750300  -30.4283100          2680   0.3170                            ASTRODEEP    -99.000     17.415     18.297 
 3.4957135  -30.3523261         26800   2.5847                                  DJA     25.200     23.703     22.929 
 3.5482515  -30.3532922         26803   2.4930                                  ALT    -99.000     23.901     22.896 
 3.4898689  -30.3544543         26808   7.3043                                  DJA    -99.000     29.873     28.783 
